index,target,generated,content_f1,word_f1,rouge1_f1,overlapping_content_words,bertscore_raw_f1
176,shopping guide so as we left that morning the boys,back two we got a one in goon get went,0.0,0.10000000000000002,0.10000000149011612,,0.8256500959396362
199,long enough ago i was fourteen a long time ago,little of around now it until a one thousand years,0.0,0.10000000000000002,0.10000000149011612,,0.8093801736831665
232,complete bed rest the last trimester of my pregnancy and,went to get their mom back two and that's  really,0.0,0.10000000000000002,0.095238097012043,,0.7859088182449341
234,please deliver me and my child intact and healthy out,know one really back and a now see around get,0.0,0.10000000000000002,0.10000000149011612,,0.8063510656356812
244,little something on tv or in a movie and think,morning around in  one peopleington get to know two us,0.0,0.10000000000000002,0.10000000149011612,,0.8166608214378357
252,it wasn't really supposed to be a senior citizen dance,either really get know one two people around now dayes,0.0,0.10000000000000002,0.095238097012043,,0.8184524178504944
3,us really hard hitting questions like is secondhand smoke good,us back one up so people around for a liftl get,0.0,0.09523809523809525,0.095238097012043,,0.8109239339828491
30,the time everybody only talks about how really happy adoption,things to little even knowable people of one now really get,0.0,0.09523809523809525,0.095238097012043,,0.8215774297714233
51,access to a fax machine a landline phone number sorry,really get make one two backa little to know three go,0.0,0.09523809523809525,0.095238097012043,,0.8053050637245178
77,class will focus on process the process of art making,time people now know really one two sort of back get,0.0,0.09523809523809525,0.095238097012043,,0.8131515383720398
93,committed relationship for the past eighteen years with his boyfriend,one the know even u got really nowd back  two said,0.0,0.09523809523809525,0.095238097012043,,0.7885724902153015
97,moving fast enough i kept pushing him to move faster,one know nowed to really around me time back never go,0.0,0.09523809523809525,0.095238097012043,,0.8249615430831909
104,home of twenty five years and my jeep gets stolen,one day now my go back around get really know two,0.0,0.09523809523809525,0.190476194024086,,0.8107019662857056
126,hear about a kidnapping almost every day in the news,really get one and and nowhe said all the know just,0.0,0.09523809523809525,0.095238097012043,,0.8010064363479614
134,us military you will forever be an al qaeda target,peoples that were twoe really one now know said years us,0.0,0.09523809523809525,0.095238097012043,,0.8150749802589417
141,and we're sad and it takes until nineteen sixty seven,his boyfriend and one ended up came back now he said,0.0,0.09523809523809525,0.09090909361839294,,0.8277689218521118
195,slept every night in the hospital to take care of,time one my son got now twoing to back around little,0.0,0.09523809523809525,0.095238097012043,,0.8044989109039307
200,still really sick i could barely hold my head up,got one know now back the top to an un really,0.0,0.09523809523809525,0.095238097012043,,0.8185504674911499
222,arm got better the scar got worse and you know,now and around back get and that one little see really,0.0,0.09523809523809525,0.095238097012043,,0.8220772743225098
224,wear a short sleeve blouse or a long sleeve blouse,two one doors really get a little f see around back,0.0,0.09523809523809525,0.095238097012043,,0.8062520623207092
235,a youthful folly uh dance partners while not exactly plentiful,life therapy one for many really years probably a know now,0.0,0.09523809523809525,0.095238097012043,,0.8211027383804321
248,opened the freezer to get a frozen bottle of water,one really back in the embo two now more little than,0.0,0.09523809523809525,0.095238097012043,,0.8212245106697083
13,later i don't think they told us anything about transracial,stamping's people get know one now the moment' two us back really,0.0,0.0909090909090909,0.0833333358168602,,0.8048123121261597
18,better call my husband and ask him real quick though,love me really get me and said go know you now too,0.0,0.0909090909090909,0.09090909361839294,,0.8215132355690002
59,finished writing my first book i returned to big sur,bron now back to one new york said two really went years,0.0,0.0909090909090909,0.09090909361839294,,0.831256628036499
69,become acutely aware of my first time in big sur,at reallyers us  know my two back one now little around get,0.0,0.0909090909090909,0.09090909361839294,,0.8083518743515015
90,new york times business sections and the wall street journal,little they one us two around up the people back everys get,0.0,0.0909090909090909,0.09090909361839294,,0.7840771079063416
91,piece gets progressively more undone until the final piece explodes,one little around really back out of the know two they get,0.0,0.0909090909090909,0.1818181872367859,,0.8178995847702026
113,arrived in kurdistan state in northern iraq and i managed,back one i was twenty two five little got was found there,0.0,0.0909090909090909,0.09090909361839294,,0.8068315982818604
178,fully expected to see our shopping guide when we got,know now i had tried to said' one really like you say,0.0,0.0909090909090909,0.09090909361839294,,0.8173638582229614
204,us no trees no nothing just endless miraculous blue sky,now they know around two see us my back get one really,0.0,0.0909090909090909,0.09090909361839294,,0.8116840720176697
210,this nonstop loop of my stepfather almost like that cliche,see is around one two little back of people now really know,0.0,0.0909090909090909,0.09090909361839294,,0.804084062576294
246,becoming an old lady and i have this huge crush,time two even with my husband now and one um really know,0.0,0.0909090909090909,0.09090909361839294,,0.8286500573158264
253,really big dance floor and you know this guy plays,two time of one around got started to us foot really back,0.0,0.0909090909090909,0.09090909361839294,,0.8252386450767517
265,a shirt progress not perfection and i never got worse,get they know now of a gay people even really one little,0.0,0.0909090909090909,0.09090909361839294,,0.8094063997268677
22,anti social worker and hello to the architect and contractors,really back two now one people women get the year of new years,0.0,0.08695652173913043,0.08695652335882187,,0.8384811878204346
32,lacked the emotional maturity and the language to really explore,i know one back a little of even felt now two around really,0.0,0.08695652173913043,0.08695652335882187,,0.8057246208190918
45,mirror and begin therapy when another asked what i thought,one room now said she's not go talk and says say back know,0.0,0.08695652173913043,0.0833333358168602,,0.8319140672683716
54,would go and continued toward los angeles i began wondering,know now say said one back and then she get says the really,0.0,0.08695652173913043,0.08695652335882187,,0.8173201084136963
119,iraqi police iraqi military local mayors leaders with top us,notice that the us are one every really people now around little two,0.0,0.08695652173913043,0.08695652335882187,,0.8076228499412537
198,mother and i drove in our red ford mercury car,one little really get and two nine minutes know around back now us,0.0,0.08695652173913043,0.08695652335882187,,0.7970521450042725
214,famous things called the jaws of life to cut open,see around a one two of us get  now people new back know,0.0,0.08695652173913043,0.08695652335882187,,0.8136780261993408
86,ever trying anything different for even attempting anything new and,back one know and my little really didn't feel like now go said get,0.0,0.08333333333333333,0.07999999821186066,,0.800335705280304
132,soldiers rushed to help me asking what happened what happened,said one want to know  little joke around school now back really two got,0.0,0.08333333333333333,0.0833333358168602,,0.8147552013397217
139,televised games and my parents actually managed to take us,student friends back years time one two now really us went a school piece,0.0,0.08333333333333333,0.0833333358168602,,0.8238347172737122
197,offering to give thanks for delivering my child home safely,back next to him and now said one know says get say go guy,0.0,0.08333333333333333,0.0833333358168602,,0.8060820698738098
202,eating this rice um suddenly i heard a loud bang,sayss me with the eye really and i don't say said one get know,0.0,0.08333333333333333,0.07999999821186066,,0.8179970979690552
241,dance recital and there was a gypsy esque dance um,new one really two went got interested with therapy and our center came back,0.0,0.08333333333333333,0.0833333358168602,,0.8354547619819641
24,six years old and uh getting ready for first grade,back one now her room and she got to call around said really little know,0.0,0.08,0.07999999821186066,,0.8183275461196899
83,going to look different i'm paralyzed what is mine supposed,theme on t really  little get is gonna be onea know now says say said,0.0,0.08,0.07692307978868484,,0.8193317651748657
60,afternoon the ventana wilderness soggy and completely unaccommodating humbling in,mother saw the place of her two around at one now little us back really know,0.0,0.07692307692307693,0.07692307978868484,,0.7971250414848328
1,paying ten dollars an hour in nineteen eighty eight so,happy now it was two one time years really backuan,0.0,0.0,0.0,,0.8098117113113403
4,physicals done background checks fingerprinted have our home inspected interviews,using people gathered little two doors one back get around,0.0,0.0,0.0,,0.826238751411438
6,someone else so anything up to age four the age,two reallys two years now three back one day get time,0.0,0.0,0.0,,0.8207504749298096
7,thought wow an infant doesn't everybody else want an infant,the death right now know one so mother dr two said,0.0,0.0,0.0,,0.8095531463623047
9,let us just leave with him even though they look,now really full know one and finally to get back,0.0,0.0,0.0,,0.824293315410614
10,learn in spite of years of babysitting and parenting experience,two had now all new people time one know little really,0.0,0.0,0.0,,0.8175765872001648
11,when told new jersey uh just continues to keep asking,people now know get saidas but really was not one back,0.0,0.0,0.0,,0.8307483196258545
12,four year old white son comes running up and says,go all know to get two now but for one really,0.0,0.0,0.0,,0.814009428024292
15,of that harsh reality yet and our case moved along,people really time two us back now whenever one got went around,0.0,0.0,0.0,,0.8132902979850769
20,i got a phone call about our boy's baby sister,get the know now now one little his back was really,0.0,0.0,0.0,,0.8182685971260071
23,the black community adult adopteest more experienced transracially adoptive families,know really people every one going to feel good now us around two,0.0,0.0,0.0,,0.7935376167297363
25,blue sneakers and i wish a brown family adopted me,say my now one know people might little really get positive said,0.0,0.0,0.0,,0.8105888366699219
29,mean clearly the kid was not gonna help me move,one uss two back up to arounds and got to really,0.0,0.0,0.0,,0.8180158734321594
33,forever but that i wanted to help him find peace,get the back year now really know two go one said,0.0,0.0,0.0,,0.8207570314407349
35,called us a week or two later this great grandmother,said back went to take me to the floor one was got,0.0,0.0,0.0,,0.8156550526618958
36,us our adopted kids our biological kids my husband and,her possession which she diminishe really one of the little nows,0.0,0.0,0.0,,0.8042200803756714
38,impossible as my account was almost ten thousand dollars overdrawn,part of the country a house of re really know one now two new people get,0.0,0.0,0.0,,0.8094635009765625
39,sprawling green students playing frisbee tourists snapping photographs and told,know to our us two now one our new we people really,0.0,0.0,0.0,,0.7989649176597595
40,next few days this person had acquired a debit card,know years successful one one us time now it get all two really,0.0,0.0,0.0,,0.8238910436630249
43,had asked and answered many questions about my identity following,got left to the two time one years really now calls,0.0,0.0,0.0,,0.8194570541381836
44,the world seemed to have temporarily disappeared at warp speed,one back yearsd in a time now around two life us,0.0,0.0,0.0,,0.8116499781608582
47,much room for other people i dived into work dived,back can know be en really nowable to get two one,0.0,0.0,0.0,,0.8168299198150635
52,i help you with credit cards another epic phone call,little idor would now two  around one,0.0,0.0,0.0,,0.8144455552101135
53,opened at least seven credit card accounts in my name,said two onee back to know now reallyeer words,0.0,0.0,0.0,,0.8064559698104858
56,big sur that almost impossible stretch of road carved into,nowe two one  around stra people back got invaded,0.0,0.0,0.0,,0.8053100109100342
57,woodsy restaurant in big sur that evening and looking past,know to see around get to think really back two little one,0.0,0.0,0.0,,0.8024542927742004
58,first time such intense feelings can make you feel small,know it's even one now a really virtue,0.0,0.0,0.0,,0.8299350142478943
61,whole lot of nothing nothing had never filled my days,us might now got back two around the one really years time,0.0,0.0,0.0,,0.798484742641449
63,due yesterday the officer's words echoed in my mind kid,idea of this onen got know get now two call,0.0,0.0,0.0,,0.8118141889572144
64,sunday night dinner during that rain drenched january i walked,ex little my back now one yearsly twod in timewrongful around,0.0,0.0,0.0,,0.788029670715332
65,bar and high rafters and those windows offering uninterrupted views,get myself got back to one hospital go around two uss,0.0,0.0,0.0,,0.8011839985847473
66,laura walking around in mexico spending my money and even,scientist years littlee really people know now one two she said,0.0,0.0,0.0,,0.8050744533538818
67,tell in ways that ostensibly mattered a convincing story about,the time even know little now one life years people really imagined,0.0,0.0,0.0,,0.7891800999641418
68,restaurant began changing into a kind of bedrock familiarity and,one's two now get really even know life time years,0.0,0.0,0.0,,0.8052154183387756
70,something different by age thirty i had done most everything,know now one really new up two years little us people,0.0,0.0,0.0,,0.8208833336830139
71,north to boston which caused my family to collectively take,one really now a thousand a know two back time said went,0.0,0.0,0.0,,0.8136835098266602
72,working with companies like retail banking traffic reporting hazardous waste,school back two really as as a one went state now,0.0,0.0,0.0,,0.8051875829696655
74,needlepoint directing french i found this brochure for the school,know now a called day new one get two really said,0.0,0.0,0.0,,0.8217301368713379
75,best to look artsy to fit in but even though,really people my boyfriend one back little get this now know see,0.0,0.0,0.0,,0.8053305745124817
81,busily getting out their easels and knowingly getting out sheets,know back go now one pm two get us new people to show,0.0,0.0,0.08695652335882187,,0.8124140501022339
82,competitive and so i ask judy who is standing next,back went said he got to see two one  really,0.0,0.0,0.0,,0.8243119120597839
84,no way i'm gonna excel drawing this naked man's essence,university now really one in people life de never know time,0.0,0.0,0.0,,0.8226211071014404
94,big donor cause i was working at harvard business school,know now your home home says to get back and one really,0.0,0.0,0.0,,0.8083406090736389
96,dear friend sarah who's also a southerner i say sarah,love for little now to hear backa know one said really people two,0.0,0.0,0.0,,0.8235895037651062
99,piled high with artwork and at my review board one,oneing metal plate around two really back little know silver socks,0.0,0.0,0.095238097012043,,0.8032451272010803
100,the process won't allow that you've got to let go,get really know said what'd back would now me one,0.0,0.0,0.0,,0.8115696310997009
103,wrong job or the wrong marriage i'm in the wrong,really get back feel one now little power so you never know,0.0,0.0,0.0,,0.8300565481185913
105,friend she used to study english literature so she and,one get never grow up or two now is kind really you know,0.0,0.0,0.0,,0.8085172176361084
106,explosion sent people flying from their seats my friend jumped,now see gets his one around he know back,0.0,0.0,0.0,,0.8366785049438477
111,leave baghdad on thursday november twenty third of two thousand,grand get one know go really and now backs little says said,0.0,0.0,0.0,,0.7865133881568909
114,sunset cars driving after sunset i remember watching the colors,bits of back room around really little of a one people now,0.0,0.0,0.0,,0.8197885155677795
117,botter because i couldn't hear the t's just the r's,fla say she has had a l now back don't said one really little,0.0,0.0,0.0714285746216774,,0.8122172951698303
120,my new family on base even though it was dangerous,two one now really a way people us know,0.0,0.0,0.0,,0.821608304977417
121,i wanted i asked to go on vacation to see,years time us really one two now know back,0.0,0.0,0.0,,0.8269529342651367
125,driving at least a hundred mile per hour or even,know one around get got out in two back now,0.0,0.0,0.0,,0.7836607098579407
127,movie the lead actor always survive because it's a movie,get eight years old two now really father one new know named,0.0,0.0,0.0,,0.8089701533317566
128,gonna see another day am i gonna see my family,now had two time to back us now when our uncle one,0.0,0.0,0.0,,0.8298190236091614
129,freeway all of a sudden i see a nearby chekcpoint,now in people know me back she said for one money,0.0,0.0,0.0,,0.8174142837524414
130,voice said the pain of the jump is nothing compared,back one around know little two seemed creep see get us got,0.0,0.0,0.0,,0.8302562832832336
131,remember feeling any pain i just ran i ran for,of a wall one ring back around little two gots,0.0,0.0,0.0,,0.8122284412384033
136,losing my new safe home america like i lost baghdad,really really still know uh back two one now little around people,0.0,0.0,0.0,,0.8085746765136719
138,follow this there's nine players nine innings they come up,know one to choose said boy for his now two get really,0.0,0.0,0.0,,0.8202062249183655
