index,target,generated,content_f1,word_f1,bleu1,rouge1_f1,overlapping_content_words,bertscore_raw_f1
26,took us a long time to heal my stepfather broke,took us a long time to heal my stepfather broke,1.0,1.0,1.0,1.0,"broke, heal, long, stepfather, time, took",1.0
27,one nursing twenty four hours around the clock at home,one nursing twenty four hours around the clock at home,1.0,1.0,1.0,1.0,"around, clock, four, home, hours, nursing, one, twenty",0.9999999403953552
28,kind of semi lame at my side and you know,kind of semi lame at my side and you know,1.0,1.0,1.0,1.0,"kind, know, lame, semi, side",1.0
29,got this very beautiful thin scratch of a surgery incision,got this very beautiful thin scratch of a surgery incision,1.0,1.0,1.0,1.0,"beautiful, got, incision, scratch, surgery, thin",1.0
30,arm got better the scar got worse and you know,arm got better and the scar got worse you know,1.0,1.0,1.0,1.0,"arm, better, got, got, know, scar, worse",0.9553043842315674
31,multiple surgeries on the arm every time the arm got,multiple surgeries on the arm every time the arm got,1.0,1.0,1.0,1.0,"arm, arm, every, got, multiple, surgeries, time",1.0
32,wear a short sleeve blouse or a long sleeve blouse,wear a short sleeve blouse or a long sleeve blouse,1.0,1.0,1.0,1.0,"blouse, blouse, long, short, sleeve, sleeve, wear",1.0
33,i really started modeling to pay off my college loans,i really started modeling to pay off my college loans,1.0,1.0,1.0,1.0,"college, loans, modeling, pay, started",1.0
35,dangerous edgy pictures of women and he wants to shoot,dangerous edgy pictures of women and he wants to shoot,1.0,1.0,1.0,1.0,"dangerous, edgy, pictures, shoot, wants, women",1.0
36,somebody else thinking you're cool can make you think differently,somebody else thinking you're cool can make you think differently,1.0,1.0,1.0,1.0,"cool, differently, else, make, somebody, think, thinking, you're",1.0
37,college loans and you know bought me an apartment paid,college loans and you know bought me an apartment paid,1.0,1.0,1.0,1.0,"apartment, bought, college, know, loans, paid",1.0
38,back in another hospital bed staring at another white ceiling,back in another hospital bed staring at another white ceiling,1.0,1.0,1.0,1.0,"another, another, back, bed, ceiling, hospital, staring, white",1.0
39,pregnant which was a real surprise but a happy one,pregnant which was a real surprise but a happy one,1.0,1.0,1.0,1.0,"happy, one, pregnant, real, surprise",1.0
40,complete bed rest the last trimester of my pregnancy and,complete bed rest the last trimester of my pregnancy and,1.0,1.0,1.0,1.0,"bed, complete, last, pregnancy, rest, trimester",1.0
41,one time for five days with a fetal heart monitor,one time for five days with a fetal heart monitor,1.0,1.0,1.0,1.0,"days, fetal, five, heart, monitor, one, time",1.0
42,please deliver me and my child intact and healthy out,please deliver me and my child out intact and healthy,1.0,1.0,1.0,1.0,"child, deliver, healthy, intact, please",0.972312867641449
43,friend she used to study english literature so she and,friend she used to study english literature so she and,1.0,1.0,1.0,1.0,"english, friend, literature, study, used",1.0000001192092896
44,explosion sent people flying from their seats my friend jumped,explosion sent people flying from their seats my friend jumped,1.0,1.0,1.0,1.0,"explosion, flying, friend, jumped, people, seats, sent",1.0
45,driver sped away trying to get to safety not knowing,driver sped away trying to get to safety not knowing,1.0,1.0,1.0,1.0,"away, driver, get, knowing, safety, sped, trying",1.0
46,twenty five minutes ride to school took two hours because,twenty five minutes ride to school took two hours because,1.0,1.0,1.0,1.0,"five, hours, minutes, ride, school, took, twenty, two",1.0
47,shia civil war and to see a strong iraqi military,shia civil war and to see a strong iraqi military,1.0,1.0,1.0,1.0,"civil, iraqi, military, see, shia, strong, war",1.0
48,the sectarian killings and kidnappings one morning my mom said,the sectarian killings and kidnappings one morning my mom said,1.0,1.0,1.0,1.0,"kidnappings, killings, mom, morning, one, said, sectarian",1.0
50,alive better than you be close and always in danger,alive better than you be close and always in danger,1.0,1.0,1.0,1.0,"alive, always, better, close, danger",1.0
51,arrived in kurdistan state in northern iraq and i managed,arrived in kurdistan state in northern iraq and i managed,1.0,1.0,1.0,1.0,"arrived, iraq, kurdistan, managed, northern, state",1.0
52,sunset cars driving after sunset i remember watching the colors,sunset cars driving after sunset i remember watching the colors,1.0,1.0,1.0,1.0,"cars, colors, driving, remember, sunset, sunset, watching",1.0
54,they speak they swallow letters one time a soldier asked,they speak they swallow letters one time a soldier asked,1.0,1.0,1.0,1.0,"asked, letters, one, soldier, speak, swallow, time",1.0
55,botter because i couldn't hear the t's just the r's,botter because i couldn't hear the t's just the r's,1.0,1.0,1.0,1.0,"botter, couldn't, hear, r's, t's",1.0
56,a whole new language i don't remember i ever said,a whole new language i don't remember i ever said,1.0,1.0,1.0,1.0,"don't, ever, language, new, remember, said, whole",1.0
58,my new family on base even though it was dangerous,my new family on base even though it was dangerous,1.0,1.0,1.0,1.0,"base, dangerous, even, family, new, though",1.0
59,i wanted i asked to go on vacation to see,i wanted i asked to go on vacation to see,1.0,1.0,1.0,1.0,"asked, go, see, vacation, wanted",1.0
60,dad one evening i took a two mile walk to,dad one evening i took a two mile walk to,1.0,1.0,1.0,1.0,"dad, evening, mile, one, took, two, walk",0.9999999403953552
61,passenger seat the driver was listening to really loud music,passenger seat the driver was listening to really loud music,1.0,1.0,1.0,1.0,"driver, listening, loud, music, passenger, seat",1.0
62,the street he turned left and instead of turning around,the street he turned left and instead of turning around,1.0,1.0,1.0,1.0,"around, instead, left, street, turned, turning",1.0
63,driving at least a hundred mile per hour or even,driving at least a hundred mile per hour or even,1.0,1.0,1.0,1.0,"driving, even, hour, hundred, least, mile, per",0.9999999403953552
64,hear about a kidnapping almost every day in the news,hear about a kidnapping almost every day in the news,1.0,1.0,1.0,1.0,"almost, day, every, hear, kidnapping, news",1.0
65,movie the lead actor always survive because it's a movie,movie the lead actor always survive because it's a movie,1.0,1.0,1.0,1.0,"actor, always, it's, lead, movie, movie, survive",1.0
66,gonna see another day am i gonna see my family,gonna see another day am i gonna see my family,1.0,1.0,1.0,1.0,"another, day, family, gonna, gonna, see, see",1.0
68,voice said the pain of the jump is nothing compared,voice said the pain of the jump is nothing compared,1.0,1.0,1.0,1.0,"compared, jump, nothing, pain, said, voice",1.0000001192092896
69,remember feeling any pain i just ran i ran for,remember feeling any pain i just ran i ran for,1.0,1.0,1.0,1.0,"feeling, pain, ran, ran, remember",1.0
70,soldiers rushed to help me asking what happened what happened,soldiers rushed to help me asking what happened what happened,1.0,1.0,1.0,1.0,"asking, happened, happened, help, rushed, soldiers",1.0
71,stay i left baghdad early the next morning going back,stay i left baghdad early the next morning going back,1.0,1.0,1.0,1.0,"back, baghdad, early, going, left, morning, next, stay",1.0
72,us military you will forever be an al qaeda target,us military you will forever be an al qaeda target,1.0,1.0,1.0,1.0,"al, forever, military, qaeda, target",1.0
73,enrolled in a state university to get my master's degree,enrolled in a state university to get my master's degree,1.0,1.0,1.0,1.0,"degree, enrolled, get, master's, state, university",1.0
75,something different by age thirty i had done most everything,something different by age thirty i had done most everything,1.0,1.0,1.0,1.0,"age, different, done, everything, something, thirty",0.9999999403953552
76,north to boston which caused my family to collectively take,north to boston which caused my family to collectively take,1.0,1.0,1.0,1.0,"boston, caused, collectively, family, north, take",1.0
77,working with companies like retail banking traffic reporting hazardous waste,working with companies like retail banking reporting hazardous waste traffic,1.0,1.0,1.0,1.0,"banking, companies, hazardous, like, reporting, retail, traffic, waste, working",0.968112587928772
78,started consulting and i started taking classes to figure out,started consulting and i started taking classes to figure out,1.0,1.0,1.0,1.0,"classes, consulting, figure, started, started, taking",1.0
80,best to look artsy to fit in but even though,best to look artsy to fit in but even though,1.0,1.0,1.0,1.0,"artsy, best, even, fit, look, though",1.0
81,wrong way to make art now this makes me extremely,wrong way to make art now this makes me extremely,1.0,1.0,1.0,1.0,"art, extremely, make, makes, now, way, wrong",1.0000001192092896
82,class will focus on process the process of art making,class will focus on process the process of art making,1.0,1.0,1.0,1.0,"art, class, focus, making, process, process",1.0
83,entire life i had never held a stick of charcoal,entire life i had never held a stick of charcoal,1.0,1.0,1.0,1.0,"charcoal, entire, held, life, never, stick",1.0000001192092896
84,next week bob one of the three instructors says today,next week bob one of the three instructors says today,1.0,1.0,1.0,1.0,"bob, instructors, next, one, says, three, today, week",1.0000001192092896
85,man the artists model starts to undress and i say,man the artists model starts to undress and i say,1.0,1.0,1.0,1.0,"artists, man, model, say, starts, undress",1.0
86,busily getting out their easels and knowingly getting out sheets,busily getting out their easels and knowingly getting out sheets,1.0,1.0,1.0,1.0,"busily, easels, getting, getting, knowingly, sheets",1.0
87,competitive and so i ask judy who is standing next,competitive and so i ask judy who is standing next,1.0,1.0,1.0,1.0,"ask, competitive, judy, next, standing",1.0
88,going to look different i'm paralyzed what is mine supposed,going to look different i'm paralyzed what is mine supposed,1.0,1.0,1.0,1.0,"different, going, i'm, look, mine, paralyzed, supposed",1.0
89,no way i'm gonna excel drawing this naked man's essence,no way i'm gonna excel drawing this naked man's essence,1.0,1.0,1.0,1.0,"drawing, essence, excel, gonna, i'm, man's, naked, way",1.0
90,start making these hopeless stick figures every forty five seconds,start making these hopeless stick figures every forty five seconds,1.0,1.0,1.0,1.0,"every, figures, five, forty, hopeless, making, seconds, start, stick",1.0
92,end of class bob picks one of my gesture drawings,end of class bob picks one of my gesture drawings,1.0,1.0,1.0,1.0,"bob, class, drawings, end, gesture, one, picks",1.0
93,anything but things at home start to get a little,anything but things at home start to get a little,1.0,1.0,1.0,1.0,"anything, get, home, little, start, things",1.0
94,business one but when i started going to art school,business one but when i started going to art school,1.0,1.0,1.0,1.0,"art, business, going, one, school, started",1.0
95,new york times business sections and the wall street journal,new york times business sections and the wall street journal,1.0,1.0,1.0,1.0,"business, journal, new, sections, street, times, wall, york",1.0
96,piece gets progressively more undone until the final piece explodes,piece gets progressively more undone until the final piece explodes,1.0,1.0,1.0,1.0,"explodes, final, gets, piece, piece, progressively, undone",0.9999999403953552
97,go back to my normal life and i'm highly suspicious,go back to my normal life and i'm highly suspicious,1.0,1.0,1.0,1.0,"back, go, highly, i'm, life, normal, suspicious",1.0
98,committed relationship for the past eighteen years with his boyfriend,committed relationship for the past eighteen years with his boyfriend,1.0,1.0,1.0,1.0,"boyfriend, committed, eighteen, past, relationship, years",1.0
99,big donor cause i was working at harvard business school,big donor cause i was working at harvard business school,1.0,1.0,1.0,1.0,"big, business, cause, donor, harvard, school, working",1.0
100,school as a part time student but i'm still consulting,school as a part time student but i'm still consulting,1.0,1.0,1.0,1.0,"consulting, i'm, part, school, still, student, time",1.0
101,dear friend sarah who's also a southerner i say sarah,dear sarah who's also a southerner friend i say sarah,1.0,1.0,1.0,1.0,"also, dear, friend, sarah, sarah, say, southerner, who's",0.9779756665229797
102,moving fast enough i kept pushing him to move faster,moving fast enough i kept pushing him to move faster,1.0,1.0,1.0,1.0,"enough, fast, faster, kept, move, moving, pushing",1.0
103,two instructors and several students review the work give us,two instructors and several students review the work give us,1.0,1.0,1.0,1.0,"give, instructors, review, several, students, two, work",1.0
104,piled high with artwork and at my review board one,piled high with artwork and at my review board one,1.0,1.0,1.0,1.0,"artwork, board, high, one, piled, review",1.0000001192092896
105,the process won't allow that you've got to let go,the process won't allow that you've got to let go,1.0,1.0,1.0,1.0,"allow, go, got, let, process, won't, you've",1.0000001192092896
106,dear friend of mine says you know tricia i love,dear friend of mine says you know i love tricia,1.0,1.0,1.0,1.0,"dear, friend, know, love, mine, says, tricia",0.9840832352638245
107,consulting work and even though i'm getting paid a fire,consulting work and even though i'm getting paid a fire,1.0,1.0,1.0,1.0,"consulting, even, fire, getting, i'm, paid, though, work",1.0
108,wrong job or the wrong marriage i'm in the wrong,wrong job or the wrong marriage i'm in the wrong,1.0,1.0,1.0,1.0,"i'm, job, marriage, wrong, wrong, wrong",1.0
109,home of twenty five years and my jeep gets stolen,home of twenty five years and my jeep gets stolen,1.0,1.0,1.0,1.0,"five, gets, home, jeep, stolen, twenty, years",1.0
79,needlepoint directing french i found this brochure for the school,french needlepoint i found this brochure directing the school,1.0,0.9473684210526316,0.894839346408844,0.9473684430122375,"brochure, directing, found, french, needlepoint, school",0.9247599244117737
91,ever trying anything different for even attempting anything new and,ever trying anything new and even attempting anything different and,1.0,0.9,0.8999999761581421,0.8999999761581421,"anything, anything, attempting, different, even, ever, new, trying",0.9515331387519836
17,you awake if you're awake say something say something please,you're awake if you're awake say something please say something,0.9411764705882353,0.9,0.8999999761581421,0.95652174949646,"awake, awake, please, say, say, something, something, you're",0.9698783755302429
23,parents got taken somewhere else my arm you know because,parents got taken to somewhere else because you know my,0.923076923076923,0.9,0.8999999761581421,0.8999999761581421,"else, got, know, parents, somewhere, taken",0.935918927192688
2,weeks in the hospital weeks blind and mute as well,weeks in the hospital blind and mute as well,0.888888888888889,0.9473684210526316,0.894839346408844,0.9473684430122375,"blind, hospital, mute, weeks",0.9808585047721863
13,heard another thud and then i kind of heard and,i heard a thud and then i kind of heard,0.888888888888889,0.8000000000000002,0.800000011920929,0.800000011920929,"heard, heard, kind, thud",0.9405968189239502
10,eating this rice um suddenly i heard a loud bang,eating this rice umhm suddenly i heard a loud bang,0.8571428571428571,0.9,0.8999999761581421,0.8999999761581421,"bang, eating, heard, loud, rice, suddenly",0.9823175072669983
21,get help please please get help and then a bunch,please help and then get help please get help and,0.8571428571428571,0.8000000000000002,0.800000011920929,0.800000011920929,"get, get, help, help, please, please",0.9163696765899658
53,thinking about my family back home and their saety later,thinking about my family back home and their safiety later,0.8333333333333334,0.9,0.8999999761581421,0.8999999761581421,"back, family, home, later, thinking",0.9641265273094177
74,losing my new safe home america like i lost baghdad,losing my safe new home like i lost the bagdad,0.7999999999999999,0.8000000000000002,0.800000011920929,0.800000011920929,"home, like, losing, lost, new, safe",0.9274028539657593
34,helmut newton they said you know helmut newton the guy,helbert newton they said you know helbert newton the guy,0.7142857142857143,0.8000000000000002,0.800000011920929,0.800000011920929,"guy, know, newton, newton, said",0.9417632818222046
57,iraqi police iraqi military local mayors leaders with top us,iraqi mayors with us local police iraqi mayors with us,0.7142857142857143,0.7,0.699999988079071,0.699999988079071,"iraqi, iraqi, local, mayors, police",0.8989455699920654
49,leave baghdad on thursday november twenty third of two thousand,leave baghdad iraq on thursday november twenty-three,0.6666666666666666,0.6666666666666665,0.584100604057312,0.6666666865348816,"baghdad, leave, november, thursday, twenty",0.9275283813476562
67,freeway all of a sudden i see a nearby chekcpoint,all of a sudden i see a nearby checkpoint in,0.6666666666666665,0.8000000000000002,0.800000011920929,0.800000011920929,"nearby, see, sudden",0.9172287583351135
0,years old i got really sick um and no one,um um um i got really sick and i was,0.5454545454545454,0.6,0.6000000238418579,0.6000000238418579,"got, sick, um",0.9000284671783447
